ydl,pll,evaluation,date,label
352,1,羞嗒嗒没脸见公婆,03-30 19:37,2
352,2,出了，看迷你网,03-30 19:35,2
235,2,这么晚了还不发公告？可以想象多么废寝忘食呀！,03-30 19:33,2
1482,23,真想不通，才有感言：万敏这Q东西！下山摘桃都不会?好,03-30 19:32,2
96,0,$中远海控(SH601919)$为什么还不出年报呢？装孬呢？耍,03-30 19:32,2
97,0,业绩真的好到爆,03-30 19:31,1
257,1,董事会还在为分不分红吵的不可开交，蛋定一点，就要出,03-30 19:30,2
693,7,$中远海控(SH601919)$消息出来了，10派980,03-30 19:29,1
185,1,财报呢,03-30 19:27,2
210,1,$中远海控(SH601919)$为了公司长期稳定的发展，经过万,03-30 19:26,1
196,1,半天憋不出个年报，不是雷是什么,03-30 19:25,2
282,1,$中远海控(SH601919)$根据主流企业的年报，计提准备太,03-30 19:24,2
1695,9,分红没啥好预期的，5毛～6毛差不多了，主要是看看四季,03-30 19:18,2
114,0,$中远海控(SH601919)$Ihavedream……,03-30 19:17,2
227,2,$中远海控(SH601919)$你们想多了，今天不出分红预案，,03-30 19:16,1
249,0,赚了这么多钱不分红，谁敢买,03-30 19:13,2
97,0,$中远海控(SH601919)$这个垃圾股连个分红方案都不能按,03-30 19:10,2
109,0,P得像真的一样……,03-30 19:06,2
217,1,$中远海控(SH601919)$八点前出公告在加班搞公告,03-30 19:05,1
165,0,这是个神股，一分钱涨跌,03-30 19:05,2
270,2,$中远海控(SH601919)$这特么2.9倍市盈率是什么鬼？三,03-30 19:01,2
146,0,上级对分红和股价不满意，今晚在修改分配方案,03-30 18:59,2
480,4,爆了一个闷雷，故今日跑路者众。,03-30 18:57,2
171,1,$中远海控(SH601919)$股价折磨人就算了，发个年报也来,03-30 18:56,2
246,2,$中远海控(SH601919)$估计分红1.35元每股，瞎猜,03-30 18:56,2
264,3,都怪你们非要骂人现在董秘不积极了,03-30 18:54,2
108,0,股价差，发个公告也比人家慢一个档次，真的,03-30 18:54,2
844,4,中远海控业绩,03-30 18:53,2
501,4,今晚年报应该不少于20条信息,03-30 18:52,1
105,0,$中远海控(SH601919)$分80亿扣扣搜搜,03-30 18:52,2
1080,5,$中远海控(SH601919)$三个朋友神机妙算，中奖了，快留,03-30 18:50,2
209,1,马上发业绩了，最近走势不正常啊,03-30 18:49,1
169,1,感谢我不可以拥抱你的涨停所以才能变成你的跌停,03-30 18:47,2
128,0,三分之一在太安堂，三分之二在你这，你这也忒不争气了,03-30 18:44,2
295,4,$中远海控(SH601919)$我已经满仓了，如果还是不分红就,03-30 18:38,2
242,2,$中远海控(SH601919)$分20亿,03-30 18:35,2
266,2,今天资金流出这么多，感觉不是很好！,03-30 18:32,1
499,6,还不发财报？有雷？？？,03-30 18:24,2
125,0,难产了？海特都出来了。,03-30 18:22,2
249,2,我也来猜一个，归母净利润1180亿左右[旺柴],03-30 18:18,2
188,1,$中远海控(SH601919)$运价已经跌多了，这逼还不崩啊？,03-30 18:16,2
266,2,$中远海控(SH601919)$今天晚上出年报，大家看仔细了,03-30 18:16,2
698,6,$中远海控(SH601919)$笑死，上证路演中心海控明天业绩,03-30 18:16,2
370,4,海特10派0.5海控能有多少[为什么][为什么][为什么],03-30 18:13,2
355,2,$中远海控(SH601919)$分红90亿！！,03-30 18:07,2
331,2,$中远海控(SH601919)$利润900亿，计提减值损失200亿！,03-30 18:03,2
101,0,来个计提500亿,03-30 17:59,2
107,0,乐色,03-30 17:59,2
289,2,去年分红转股的，今年赚这么多钱，看看打算分红多少？,03-30 17:57,2
454,6,海特的业绩可以  下班前都发公告了,03-30 17:57,1
295,4,$中远海控(SH601919)$这个公司不会分红的，看评论那么,03-30 17:55,2
216,0,$中远海控(SH601919)$希望越大，失望越大。大家最后还,03-30 17:50,2
108,0,天天被人骂但就是有这迷之自信工作效率就是这么低下,03-30 17:46,2
687,1,"$中远海控(SH601919)$3月30日,中远海控股价跌0.06%，",03-30 17:42,2
121,0,$中远海控(SH601919)$分60亿,03-30 17:41,2
114,0,1分钱玩一天，主力真会玩，再来一个盘中急跌，该卖的,03-30 17:40,2
91,0,反正我只是留着5手货，随便你怎么样,03-30 17:39,2
94,0,$中远海控(SH601919)$别想好事了，分红不会给力的。,03-30 17:38,1
236,1,明天出2021年报，今天出2022季报,03-30 17:36,1
278,4,$中远海控(SH601919)$年报还没出来？,03-30 17:31,2
202,1,$中远海控(SH601919)$不到三倍市盈率就是不涨，钉子裤,03-30 17:28,1
107,0,别分红了。全部回购吧。这点钱真不够跌的,03-30 17:27,2
217,2,洗洗睡吧！明天出年报。,03-30 17:24,2
778,20,今晚真的就要发布年报了么，好激动好期待，有没有可能,03-30 17:18,1
208,2,都下班了，还有人发年报吗？,03-30 17:16,2
1944,16,知道为啥公告还不出吗？因为管理层在开会，商讨一个怎,03-30 17:15,2
914,8,如果按照去年可分配利润计算，应该1股1块7的分红,03-30 17:14,2
127,0,$中远海控(SH601919)$船让征用了，财务作假发不出来公,03-30 17:14,2
190,1,给我气哭了，俺也不知道为啥哭，可能是气我太傻吧！[,03-30 17:09,2
213,2,都猜分多少，我想知道要是公告不分会怎么样[旺柴][旺,03-30 17:07,2
555,13,$中远海控(SH601919)$各位大神。Q1季报什么时候发？,03-30 17:03,2
175,0,$中远海控(SH601919)$一个个想啥呢，告诉新来的两点：,03-30 17:03,2
215,2,明天估计又是骂声一片！！！然后都割了他就涨！,03-30 17:03,2
224,1,$中远海控(SH601919)$社保基金还在里面吗,03-30 17:02,1
278,2,$中远海控(SH601919)$凉了，要是今晚预喜，机构知道风,03-30 17:01,1
353,3,$中远海控(SH601919)$十派九,03-30 17:01,2
2212,4,本周四晚间，中远海控公布了业绩快报,03-30 16:59,1
100,0,$中远海控(SH601919)$年报呢？？？？,03-30 16:48,2
511,4,$中远海控(SH601919)$8点之前会发年报和一季度预报,03-30 16:46,1
416,7,为什么董事长不露面？双规了？就派小弟出来讲话，以为,03-30 16:43,2
216,2,$中远海控(SH601919)$懂得都得,03-30 16:42,1
114,0,$中远海控(SH601919)$懂得都得,03-30 16:42,1
193,1,呼喊大小姐,03-30 16:31,1
1185,3,$中远海控(SH601919)$大家好今天大盘普涨，挺突然的，,03-30 16:26,1
110,0,这个勾账要上天！,03-30 16:26,2
100,0,$中远海控(SH601919)$如果是好的预期，早就发公告了,03-30 16:25,1
264,2,890亿的利润不如亏100亿的么？,03-30 16:22,2
509,3,我开坛做法算了一下，一股1.6左右,03-30 16:22,2
108,0,$中远海控(SH601919)$发个年报都这么费劲吗？,03-30 16:09,2
900,10,$中远海控(SH601919)$内部消息，十股1.60元,03-30 16:09,1
337,2,还不出公告？几点出？,03-30 16:07,2
113,0,风雨中这点痛算什么，擦干泪不要怕至少我们还有梦！,03-30 16:05,2
103,0,$中远海控(SH601919)$发个年报都扭扭捏捏，垃圾,03-30 16:03,2
112,0,$中远海控(SH601919)$发个年报都扭扭捏捏，垃圾,03-30 16:03,2
353,3,$中远海控(SH601919)$减并港口经营服务性收费项目，这,03-30 16:02,2
3534,42,海控今天走独立行情，绿了大家，所以接下去会大手笔派,03-30 16:00,2
358,3,预测一下，10转2，派8,03-30 15:50,1
465,6,斗胆预测明天海控行情！,03-30 15:46,1
1402,37,猜猜今晚分红每股多少钱？本人每猜股1.8元！！！,03-30 15:46,2
470,2,$中远海控(SH601919)$中远海控总会计师张铭文在股东会,03-30 15:45,2
111,0,$中远海控(SH601919)$托们请继续唱多,03-30 15:45,1
119,0,大盘涨这样中远海控管理层是否有问题呢？赚到的钱没了,03-30 15:43,2
134,0,看看000039就知道明天会大跌,03-30 15:41,2
222,1,今天3900个上涨，不包含亏损900亿的海控，周四14.8元,03-30 15:39,2
1190,4,各位家人们，水手们，大家好，我是cosco水手，2021年9,03-30 15:38,2
111,0,$中远海控(SH601919)$赚这么多少为什么不涨呢,03-30 15:35,2
192,1,今天都绿，明天又到砸盘日了，这还咋整。,03-30 15:34,2
2514,99,猜猜猜：3月31日收盘价,03-30 15:26,2
312,0,肯定不会比1.7低多少，为什么去年年中东方海外全分，,03-30 15:26,2
273,1,$中远海控(SH601919)$看东方海外公布业绩后暴跌,03-30 15:23,2
2537,2,2022/3/30 市场资金净流出前五十,03-30 15:22,1
144,0,难道分红分个几毛钱？,03-30 15:21,2
148,0,$中远海控(SH601919)$拿100亿出来回购就行了，不要分,03-30 15:21,2
118,0,早知道要拉尾盘，就不卖了，只是留着五手,03-30 15:20,1
469,1,中远海控正在上证路演中心http://roadshow.sseinfo.co,03-30 15:19,2
304,4,明天暴跌8个点,03-30 15:15,2
454,2,$中远海控(SH601919)$明天拉大阳线，立贴为证。,03-30 15:14,1
487,4,$中远海控(SH601919)$看尾盘就知道了，明天高开，今晚,03-30 15:13,1
198,1,$中远海控(SH601919)$这股是亏了八百亿吗？,03-30 15:13,2
127,0,$中远海控(SH601919)$开会的时候，港股还在开盘时间，,03-30 15:13,1
109,0,这种垃圾坑人太久了,03-30 15:11,2
343,2,中远海控，折腾一天，怒跌一分钱，是何道理？今晚就要,03-30 15:09,2
119,0,$中远海控(SH601919)$拉起来干嘛，不打自招，此地无银,03-30 15:08,2
116,0,$中远海控(SH601919)$拉起来干嘛，不打自招，此地无银,03-30 15:08,2
695,7,尾盘的946笔、24751手，意味深长⋯,03-30 15:07,1
179,0,前段时间天天叫嚣价值投资的几个账号好像消失了！,03-30 15:07,2
447,4,明天应该是大涨，今天明显的压盘洗筹，2点57刚过，大,03-30 15:05,1
122,0,$中远海控(SH601919)$明天凉凉咯，今天大盘给面子，明,03-30 15:05,2
110,0,$中远海控(SH601919)$我想你不会让广大小股民失望的。,03-30 15:05,2
122,0,$中远海控(SH601919)$真是跌成狗了，哈哈哈，里面的兄,03-30 15:03,2
235,2,兄弟们虽然我骂它骂得够狠，但是我爱它呀，从未抛弃，,03-30 15:03,2
133,0,明天收盘14.5[可怜],03-30 15:02,2
234,4,钉子户我24那时候在的时候你也在，现在你还在，我劝你,03-30 15:02,2
114,0,暴跌1分[滴汗],03-30 15:02,2
104,0,$中远海控(SH601919)$垃圾啊。。,03-30 15:01,2
103,0,等你等到我心痛！,03-30 15:01,2
326,4,$中远海控(SH601919)$哈哈哈，明天估计要傻眼了，今天,03-30 15:01,2
109,0,昨天卖了盛和资源加仓的你，真踏马垃圾,03-30 15:00,2
101,0,我回家了,03-30 14:59,2
161,2,明天跌停,03-30 14:58,2
305,5,要不是大盘涨这么好，这货不得绿5个点起步啊,03-30 14:58,2
123,0,明天准备迎接核按钮[困顿],03-30 14:57,2
116,0,$中远海控(SH601919)$明天把门焊死,03-30 14:56,2
113,0,$中远海控(SH601919)$没什么股买了，进业绩王躲避下[,03-30 14:55,2
108,0,走了三个亿,03-30 14:53,2
107,0,$中远海控(SH601919)$孤儿做庄啊mmp,03-30 14:53,2
234,2,$中远海控(SH601919)$我只知道万敏在作死,03-30 14:53,2
140,0,$中远海控(SH601919)$十派十元，不送红股,03-30 14:52,1
220,1,看样子，海控是真被调查了,03-30 14:51,2
747,9,为啥逆市下跌，为啥逆市跑出3亿，年报内容提前泄露？,03-30 14:51,2
117,0,$中远海控(SH601919)$给你五分钟时间封板，否则，后货,03-30 14:51,1
191,1,$中远海控(SH601919)$今年业绩肯定不行了，外贸工厂货,03-30 14:50,1
113,0,作孽啊中远海控,03-30 14:49,2
107,0,$中远海控(SH601919)$量太小了，还得磨,03-30 14:48,2
662,1,$中远海控(SH601919)$看了一下今年第一季ccfi运价同比,03-30 14:48,2
297,6,业绩这么好，海上霸王，怕什么！！！,03-30 14:48,1
112,0,外面都涨疯了，就问你们猴急不？[大笑][大笑][大笑][,03-30 14:47,2
102,0,唯一指定绿怂,03-30 14:46,2
270,3,$中远海控(SH601919)$洗盘的手法？,03-30 14:45,1
346,5,要么志存高远，要么垃圾一个。就看今晚的分红方案！赌,03-30 14:45,2
99,0,明天14.8,03-30 14:44,1
103,0,$中远海控(SH601919)$太阳你大爷，就你最弱,03-30 14:44,2
235,1,应该是若今天是年报出来利好，明天应该就会大跌，若是,03-30 14:43,1
204,2,主力知道的消息比我们多明天肯定会大跌,03-30 14:42,2
120,0,$中远海控(SH601919)$东方雨虹涨停，中远海控明天风一,03-30 14:41,1
113,0,全是大单卖，吓人,03-30 14:39,2
149,0,请退出上证50吧你都不跟随,03-30 14:38,2
117,0,$中远海控(SH601919)$这个票，明天一定高开,03-30 14:38,1
92,0,$中远海控(SH601919)$这个票，明天一定高开,03-30 14:38,1
187,1,$中远海控(SH601919)$这个票，明天一定高开,03-30 14:38,1
90,0,海的浪费,03-30 14:37,2
195,1,$中远海控(SH601919)$万敏：我打算拿出2500亿来分红，,03-30 14:36,2
164,2,$中远海控(SH601919)$失望,03-30 14:34,2
131,0,虚晃一枪，又抖出不少人,03-30 14:34,2
193,7,那个钉子户还在呀？？？？？,03-30 14:33,2
95,0,$中远海控(SH601919)$不要拉，继续跌…,03-30 14:31,2
156,1,难道看报不好？,03-30 14:31,2
112,0,$中远海控(SH601919)$今天只要能收到16元以上包括16元,03-30 14:30,1
152,1,真想骂脏话啊,03-30 14:30,2
94,0,快跑吧，不及预期,03-30 14:29,2
130,0,庄家控盘：领导有指示今天收盘股价不许超过16元，目的,03-30 14:28,1
104,0,$中远海控(SH601919)$满屏涨停潮，你tm居然还跌，真tm,03-30 14:28,2
183,3,$中远海控(SH601919)$大盘逆贼,03-30 14:26,1
344,2,$中远海控(SH601919)$每年的3月31日都大涨，21年3月31,03-30 14:26,2
98,0,$中远海控(SH601919)$今天唯一就是你绿,03-30 14:26,2
248,3,分红不及预期？？,03-30 14:25,1
191,1,$中远海控(SH601919)$看来季报很差或分红不及预期。走,03-30 14:25,2
106,0,这几天的走势，大家以为年报会好吗，最后半小时逃命机,03-30 14:25,2
93,0,$中远海控(SH601919)$庄吗？不跑赢大盘还绿，害老子割,03-30 14:25,2
101,0,海控主力真够无耻！,03-30 14:24,2
93,0,今天真的弱啊大盘都涨成啥了你还跌,03-30 14:23,2
111,0,$中远海控(SH601919)$跑了快三个亿,03-30 14:22,2
96,0,$中远海控(SH601919)$跑了快三个亿,03-30 14:22,2
538,6,今晚年报已泄露，肯定不及预期，主力趁大盘强势而跑路,03-30 14:21,2
99,0,明天惨了，正常有好消息大佬们都提前知道,03-30 14:21,1
98,0,$中远海控(SH601919)$就这走势还有啥分红啊,03-30 14:19,2
96,0,$中远海控(SH601919)$失误了，不该买，这人气221名，,03-30 14:19,2
232,2,$中远海控(SH601919)$明天有参加业绩说明会的兄弟麻烦,03-30 14:17,1
195,2,$中远海控(SH601919)$有次进场从没亏过，这次难道有意,03-30 14:17,2
103,0,$中远海控(SH601919)$我是主力，先压一压，洗洗盘，等,03-30 14:17,2
99,0,海控明天有想法,03-30 14:17,1
107,0,这股太恶心，完美诠释什么是“价值投资”，我一个没股,03-30 14:17,2
91,0,什么时候分红,03-30 14:16,2
339,0,为了这个股票，错过了好的机会，本来一直做新城控股，,03-30 14:15,1
206,1,割了割了，港股原型毕露，明天跌停,03-30 14:14,2
99,0,$中远海控(SH601919)$这庄家黑，利用大盘好出货，割了,03-30 14:13,2
87,0,$中远海控(SH601919)$随便割掉换个股都吃肉,03-30 14:13,2
156,1,几毛钱玩一天,03-30 14:13,2
94,0,$中远海控(SH601919)$这样的日子都红不了，中远海控实,03-30 14:13,1
89,0,$中远海控(SH601919)$这股真要人老命。[捂脸],03-30 14:12,2
136,0,下跌量能放大，mACD红柱缩短，主力趁大盘强势跑路！[,03-30 14:11,2
93,0,$中远海控(SH601919)$哈哈，买周期股？[为什么][为什,03-30 14:11,2
198,1,10派0.97,03-30 14:09,1
97,0,太雷，跌停。,03-30 14:09,2
92,0,恶心，包庄恶心,03-30 14:09,2
238,2,$中远海控(SH601919)$显示出货2个亿了，问题是股价才,03-30 14:08,2
76,0,绿拉巴几,03-30 14:08,2
104,0,$中远海控(SH601919)$今晚就出年报了，掩盖不了了，要,03-30 14:08,2
909,3,明天公布财报是不是有大雷啊，一般年报结果好的情况下,03-30 14:07,2
366,4,$中远海控(SH601919)$自从持有了小仓位妖股后，我在海,03-30 14:07,1
151,1,中远海狗是真的狗啊,03-30 14:07,2
86,0,$中远海控(SH601919)$海狗潜水了，安全员呢？来救一下,03-30 14:06,2
100,0,预判你的预判。我没有主力花钱来拿分红的。哈哈,03-30 14:05,2
85,0,$中远海控(SH601919)$装比,03-30 14:03,2
351,2,今天2.30分开始抢筹，我是猜的，仅作娱乐[微笑],03-30 14:03,1
88,0,$中远海控(SH601919)$劝人买的都是托，主力跑了两亿，,03-30 14:03,2
332,1,唉，想走的，拿了这么长时间不甘心。等到分红和回购出,03-30 14:03,2
174,2,$中远海控(SH601919)$今天看样得红盘啊！,03-30 14:01,1
552,8,大家一起聚集股份去罢免中远海控的董事跟董秘,03-30 14:00,2
186,1,预计10派0.8元，要不不会跌这么凶。,03-30 14:00,2
242,3,$中远海控(SH601919)$芭比Q了，这辈子解套无望了，从,03-30 14:00,2
89,0,$中远海控(SH601919)$真的,03-30 13:59,2
85,0,太垃圾了。,03-30 13:59,2
155,1,$中远海控(SH601919)$牛，真牛！大盘涨你往下！！！,03-30 13:59,2
85,0,醒一醒，该拉升了。,03-30 13:59,1
94,0,$中远海控(SH601919)$呆在这里大半年，收获一个小破产,03-30 13:58,2
112,0,烂泥扶不上墙的玩意，还不到半个小时，抛出这么多资金,03-30 13:57,2
93,0,$中远海控(SH601919)$走了、留下的发财,03-30 13:57,1
109,0,消息泄露，大单嗖嗖往外跑[卖出],03-30 13:57,2
194,2,服了，三毛钱玩了七个小时，尾盘继续。,03-30 13:57,2
88,0,$中远海控(SH601919)$我无语哎，我真的无语，我一定是,03-30 13:56,2
85,0,这么垃圾的股谁见过?,03-30 13:56,2
966,5,海控成了市场最大问题股,03-30 13:56,2
372,5,今天形势一片大好，这个走势？,03-30 13:56,2
113,0,$中远海控(SH601919)$大盘红，天津港，宁波港全红，中,03-30 13:56,1
72,0,干脆跌停吧！,03-30 13:55,2
84,0,塌了,03-30 13:55,2
98,0,受不了你了，清仓走人，再也不见。,03-30 13:54,2
90,0,还有比这个中远更垃圾的吗,03-30 13:54,2
110,0,$中远海控(SH601919)$完了，最悲惨的情况出现了，撤！,03-30 13:53,2
86,0,$中远海控(SH601919)$无语啦,03-30 13:53,2
827,8,$中远海控(SH601919)$真的是脸都不要了，分红1股派1.7,03-30 13:53,2
98,0,这是不及预期的表现，下午的公告肯定出问题,03-30 13:53,2
87,0,都看多？？？？？？？？？？？？？？？？会给你们涨么,03-30 13:52,2
79,0,垃圾,03-30 13:52,2
74,0,放量跑,03-30 13:51,2
116,0,给大家讲个笑话，我拿真金白银买了个笑话，你们说我就,03-30 13:51,2
270,2,快抢筹码，当心尾盘快速拉升,03-30 13:51,1
85,0,$中远海控(SH601919)$大单卖，小单买,03-30 13:51,2
87,0,真垃圾啊,03-30 13:50,2
113,0,$中远海控(SH601919)$今天回调，明天直接高开,03-30 13:50,1
108,0,$中远海控(SH601919)$年报明摆着不如预期，提前已有知,03-30 13:50,1
80,0,垃圾，没有之一,03-30 13:49,2
167,1,中远航母加满油开始起动,03-30 13:49,1
236,2,$中远海控(SH601919)$看一大堆人还在想着分红回购，真,03-30 13:49,2
81,0,$中远海控(SH601919)$呼叫万手哥冲啊[强壮],03-30 13:48,1
85,0,会遭报应的,03-30 13:48,2
84,0,$中远海控(SH601919)$服了你了,03-30 13:48,1
190,1,$中远海控(SH601919)$好了，分红不及预期,03-30 13:47,1
178,1,$中远海控(SH601919)$主力咋了？大盘和板块这么好怎么,03-30 13:47,2
83,0,这种股不值得投资。,03-30 13:46,2
125,0,$中远海控(SH601919)$21年年报每股收益5.576元。,03-30 13:46,2
219,2,今天再不卖，明天铁定后悔，明天大绿,03-30 13:46,2
176,1,好[抱拳],03-30 13:45,1
89,0,咋呢,03-30 13:45,2
89,0,$中远海控(SH601919)$基本没戏了，开启漫长下跌路！,03-30 13:45,2
102,0,$中远海控(SH601919)$该涨不涨必跌！[卖出][卖出][卖,03-30 13:45,2
84,0,真特么垃圾，恶心死了,03-30 13:44,2
92,0,跑吧 这走势说明一切了  业绩远不及预期,03-30 13:44,1
135,0,消息提前走漏，不及预期，主力在撤[卖出][卖出][卖出],03-30 13:42,2
106,0,$中远海控(SH601919)$看来机构们提前知道了,03-30 13:42,1
96,0,$中远海控(SH601919)$耻辱啊,03-30 13:42,2
103,0,走势走出来不及预期的样子,03-30 13:41,2
251,1,$中远海控(SH601919)$看来消息透出来了分红不及预期不,03-30 13:41,1
125,0,$中远海控(SH601919)$年报要曝光了，盖不住了,03-30 13:40,1
106,0,明天负8%，每次报告出来就大跌,03-30 13:40,2
224,1,$中远海控(SH601919)$有人利用消息不对称，已经开始制,03-30 13:40,2
95,0,$中远海控(SH601919)$肯定是分红不理想，先撤了[怒],03-30 13:39,2
464,5,不及预期[卖出],03-30 13:39,2
104,0,$中远海控(SH601919)$知道什么结果了！,03-30 13:39,2
138,1,还要脸吗,03-30 13:39,2
95,0,$中远海控(SH601919)$垃圾,03-30 13:39,2
208,1,整个股吧全在骂娘,03-30 13:38,2
299,3,$中远海控(SH601919)$明天看谁跑得快,03-30 13:37,2
211,1,有必要做T么？好好涨会死人么？,03-30 13:36,2
268,1,价格波动再大点是不是会洗出去很多人啊,03-30 13:36,2
97,0,$中远海控(SH601919)$今天上证50垫底的哪个不是前段时,03-30 13:34,2
84,0,耻辱啊,03-30 13:34,2
104,0,唱多的托好多，下午大跌给你们看,03-30 13:33,2
92,0,$中远海控(SH601919)$死得彻彻底底了,03-30 13:32,1
92,0,$中远海控(SH601919)$拉稀呢,03-30 13:32,2
90,0,$中远海控(SH601919)$真是恶心到家了,03-30 13:32,2
146,1,没得意思，走吧别浪费行情，大盘大涨狗子微绿，大盘回,03-30 13:31,2
783,1,海狗出年报前应该不会怎么涨，毕竟是不会跟预报有太大,03-30 13:31,2
81,0,走,03-30 13:30,2
84,0,$中远海控(SH601919)$不要把预期打的太满心态就好了！,03-30 13:30,2
102,0,$中远海控(SH601919)$2022最废的一支股,03-30 13:30,2
82,0,$中远海控(SH601919)$,03-30 13:29,2
129,0,$中远海控(SH601919)$年报前资金持续流出，还看不出趋,03-30 13:29,2
291,3,"我要等到分红方案出来后看看,肯定有一波,大家别卖了",03-30 13:29,1
96,0,$中远海控(SH601919)$这个b玩意真特么垃圾,03-30 13:28,2
89,0,全部都在涨，就海狗还是绿的,03-30 13:28,2
104,0,今天可能只有5%的股没涨，海控就属于这5%里面最垫底的,03-30 13:28,2
88,0,$中远海控(SH601919)$走了，留了5个月,03-30 13:27,2
91,0,$中远海控(SH601919)$搞什么鬼？大盘在涨啊！你半死不,03-30 13:27,2
94,0,$中远海控(SH601919)$真的是,03-30 13:26,2
236,4,$中远海控(SH601919)$这跟的哪个板块啊？,03-30 13:25,2
84,0,$中远海控(SH601919)$大市板块都在涨你跌！,03-30 13:25,2
77,0,$中远海控(SH601919)$绿,03-30 13:25,2
468,5,怎么有种山雨欲来风满楼的感觉，变盘在即的样子，有同,03-30 13:25,2
90,0,$中远海控(SH601919)$感觉不妙,03-30 13:24,2
87,0,$中远海控(SH601919)$快点下来吧垃圾,03-30 13:23,2
95,0,这是得了帕金森吗？,03-30 13:23,2
94,0,$中远海控(SH601919)$海控高管你看看你们的股票还要脸,03-30 13:23,2
87,0,刚刚好大盘股这么弱？,03-30 13:22,2
88,0,万年的绿毛怪！垃圾！,03-30 13:21,2
86,0,看着房地产涨得这么欢，再看看这垃圾，嗨,03-30 13:19,2
241,1,大盘涨，板块涨，港股涨，东方海外涨，就这货装死,03-30 13:19,2
370,3,大家坚持持股，今晚出年报又有好消息出来……,03-30 13:18,1
225,2,别装了，下来吧，绿色适合你。,03-30 13:17,2
222,1,$中远海控(SH601919)$明天出了分红方案都不搞这股就没,03-30 13:13,2
249,1,$中远海控(SH601919)$走了，留下1000股，作为永远的反,03-30 13:13,2
77,0,好弱。好垃圾。,03-30 13:13,2
152,1,牛逼，压着吗？,03-30 13:12,2
93,0,为啥呢，看来市盈率，毛用没有。,03-30 13:11,2
90,0,$中远海控(SH601919)$太垃圾了[看空][看空],03-30 13:11,2
83,0,$中远海控(SH601919)$垃圾，大盘红，你也要绿,03-30 13:11,2
105,0,$中远海控(SH601919)$坚持不住了，外面的行情太好了，,03-30 13:10,2
490,5,$中远海控(SH601919)$大家不觉得非常诡异吗？谁能看懂,03-30 13:09,2
93,0,$中远海控(SH601919)$这种垃圾股，垃圾管理层，北向都,03-30 13:04,2
297,3,$中远海控(SH601919)$清仓了，还是希望大家能吃肉,03-30 13:02,1
211,1,$中远海控(SH601919)$厉害了，又涨2分,03-30 13:01,1
91,0,$中远海控(SH601919)$搬,03-30 12:59,2
115,0,凭什么让散户赚钱，看评论我就知道可以买了，哈哈哈。,03-30 12:52,2
105,0,$中远海控(SH601919)$今晚就开奖了，兄弟们，是马是螺,03-30 12:49,1
222,1,$中远海控(SH601919)$16.84什么时候回本啊,03-30 12:43,2
340,0,$中远海控(SH601919)$根本不用猜分红的事，预报的时候,03-30 12:31,2
121,0,$中远海控(SH601919)$今天还是这个换手，看来选择可能,03-30 12:26,1
93,0,$中远海控(SH601919)$垃圾股。浪费大好行情，走了！,03-30 12:21,2
159,0,回购方案，好多人自银，人家说不超过10%，你们就歪理,03-30 12:20,1
175,1,$中远海控(SH601919)$这票今天涨不了，尾盘买入安全,03-30 12:16,1
330,3,太吓人了，今天一开盘就清仓了，一股不留明天一开盘就,03-30 12:00,2
101,0,大盘涨了那么多，你上午的表现欠佳,03-30 11:56,2
104,0,下午又被港股带下来肯定了这个垃圾,03-30 11:56,2
1821,3,中远海控早盘走势分析及后市操作策略,03-30 11:51,2
92,0,$中远海控(SH601919)$清仓了一万股才出了3千股真的服,03-30 11:47,2
167,1,$中远海控(SH601919)$早上就跑了，抄底精华制药，爽歪,03-30 11:43,1
105,0,"$中远海控(SH601919)$我c,你是什么勾八，继续搞心态，",03-30 11:42,2
128,0,$中远海控(SH601919)$准备吃肉,03-30 11:35,1
511,0,$中远海控(SH601919)$印象中记得管理层曾经说过融资盘,03-30 11:34,2
108,0,$中远海控(SH601919)$有谁跟我一样每天通过看骂这个拉,03-30 11:27,2
165,1,$中远海控(SH601919)$这个股走成这样不是有什么更大的,03-30 11:26,2
104,0,$中远海控(SH601919)$今天这行情，这成交量，这板块，,03-30 11:25,2
170,1,$中远海控(SH601919)$超级好股今日为什么不跟大盘同步,03-30 11:23,2
208,1,$中远海控(SH601919)$这个量缩的，变盘在即,03-30 11:22,1
150,1,$中远海控(SH601919)$不跌笑死人了，在折磨也没用，留,03-30 11:21,2
614,7,请海控管理层向广大股民公布股票增持的进度和回购的时,03-30 11:20,2
254,2,$中远海控(SH601919)$这个股，股性太差哪怕分红超预期,03-30 11:20,1
109,0,$中远海控(SH601919)$今天要是再走的话，就是些了，,03-30 11:19,2
149,1,这是诱多埋人开始了,03-30 11:18,2
91,0,今天又是下套的一天,03-30 11:17,2
229,1,$中远海控(SH601919)$有没有发现这两天都是超大单流入,03-30 11:16,1
173,1,现在是最佳买点，等一根大阳线出来再进就晚了,03-30 11:16,1
98,0,还不如东航好歹涨了1几！这个股票哪个买了买个愁呀,03-30 11:16,2
115,0,猪敏要什么了，大家来送送吧！,03-30 11:12,2
160,1,真的是无语了，买了这个垃圾,03-30 11:12,2
171,1,$中远海控(SH601919)$请求証监会调查一下，此股有什么,03-30 11:11,2
104,0,$中远海控(SH601919)$放心吧，安心持有我买中船就没亏,03-30 11:10,2
96,0,成功把我震走了,03-30 11:09,2
99,0,$中远海控(SH601919)$真,03-30 11:09,2
209,2,年报出来见光死！,03-30 11:07,2
85,0,。,03-30 11:07,2
